Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
2022,Madison Elementary District,4270,Madison Camelview Elementary,5325,35,115,106,95,132,98,*,*,*,*,*,*,*,*,581
2022,Madison Elementary District,4270,Madison Richard Simis School,5326,*,141,181,158,178,182,*,*,*,*,*,*,*,*,840
2022,Madison Elementary District,4270,Madison Rose Lane School,5327,48,151,122,155,150,153,*,*,*,*,*,*,*,*,779
2022,Madison Elementary District,4270,Madison Park School,5328,39,*,*,*,*,*,101,102,96,110,*,*,*,*,448
2022,Madison Elementary District,4270,Madison Meadows School,5329,*,*,*,*,*,*,191,183,206,200,*,*,*,*,780
2022,Madison Elementary District,4270,Madison Heights Elementary School,5330,91,107,108,134,94,101,*,*,*,*,*,*,*,*,635
2022,Madison Elementary District,4270,Madison Traditional Academy,89622,*,76,84,81,78,93,89,91,89,90,*,*,*,*,771
2022,Glendale Elementary District,4271,Glendale Landmark School,5332,*,92,94,91,85,84,101,108,86,118,*,*,*,*,869
2022,Glendale Elementary District,4271,Harold W Smith School,5334,*,86,78,84,90,99,97,95,118,96,*,*,*,*,843
2022,Glendale Elementary District,4271,William C Jack School,5336,*,108,102,130,134,*,*,*,*,*,*,*,*,*,474
2022,Glendale Elementary District,4271,Don Mensendick School,5337,*,*,*,*,*,133,123,135,150,150,*,*,*,*,691
2022,Glendale Elementary District,4271,Glenn F Burton School,5338,*,62,51,67,73,74,74,78,64,85,*,*,*,*,631
2022,Glendale Elementary District,4271,Glendale American School,5339,35,52,63,70,70,74,80,65,84,97,*,*,*,*,690
2022,Glendale Elementary District,4271,Bicentennial North School,5340,*,*,*,*,*,88,114,95,110,133,*,*,*,*,541
2022,Glendale Elementary District,4271,Horizon School,5341,*,89,85,106,112,90,105,90,113,119,*,*,*,*,917
2022,Glendale Elementary District,4271,Challenger Middle School,5342,*,*,*,*,*,111,117,121,131,132,*,*,*,*,612
2022,Glendale Elementary District,4271,Bicentennial South School,5343,32,95,97,105,101,*,*,*,*,*,*,*,*,*,430
2022,Glendale Elementary District,4271,Discovery School,5344,*,57,55,44,74,63,62,69,75,59,*,*,*,*,558
2022,Glendale Elementary District,4271,Desert Garden Elementary School,5345,82,139,137,135,146,*,*,*,*,*,*,*,*,*,639
2022,Glendale Elementary District,4271,Coyote Ridge,79782,*,43,42,63,67,53,64,56,77,87,*,*,*,*,562
2022,Glendale Elementary District,4271,Desert Spirit,79815,*,54,59,78,56,69,82,62,78,107,*,*,*,*,651
2022,Glendale Elementary District,4271,Sunset Vista,79816,34,34,48,39,38,40,40,66,57,63,*,*,*,*,459
2022,Glendale Elementary District,4271,Glendale Elementary Online (G.E.O.) Learning,1001178,*,14,21,41,29,46,44,45,48,34,*,*,*,*,322
2022,Avondale Elementary District,4272,Michael Anderson,5347,*,57,77,64,82,88,76,99,101,108,*,*,*,*,752
2022,Avondale Elementary District,4272,Eliseo C. Felix School,5348,*,*,*,159,136,116,140,*,*,*,*,*,*,*,551
2022,Avondale Elementary District,4272,Lattie Coor,5349,42,131,144,*,*,*,*,*,*,*,*,*,*,*,320
2022,Avondale Elementary District,4272,Wildflower Accelerated Academy,78924,*,78,85,83,72,65,51,50,66,48,*,*,*,*,600
2022,Avondale Elementary District,4272,Desert Star,79670,*,67,62,62,49,63,76,83,65,92,*,*,*,*,620
2022,Avondale Elementary District,4272,Desert Thunder,79792,*,102,100,97,101,83,110,92,93,101,*,*,*,*,882
2022,Avondale Elementary District,4272,Centerra Mirage STEM Academy,87619,*,51,53,62,57,66,57,67,68,95,*,*,*,*,580
2022,Avondale Elementary District,4272,Copper Trails,90028,*,86,100,81,109,102,116,146,142,153,*,*,*,*,1036
2022,Avondale Elementary District,4272,Avondale Middle School,91985,*,*,*,*,*,*,*,122,152,160,*,*,*,*,434
2022,Fowler Elementary District,4273,Fowler Elementary School,5351,*,53,61,52,51,60,46,*,*,*,*,*,*,*,323
2022,Fowler Elementary District,4273,Sunridge Elementary School,5352,19,48,44,60,58,45,58,*,*,*,*,*,*,*,332
2022,Fowler Elementary District,4273,Santa Maria Middle School,5353,*,*,*,*,*,*,*,182,183,228,*,*,*,*,593
2022,Fowler Elementary District,4273,Sun Canyon School,80315,20,75,72,75,70,68,73,*,*,*,*,*,*,*,453
2022,Fowler Elementary District,4273,Western Valley Elementary School,80915,43,65,79,67,84,87,76,*,*,*,*,*,*,*,501
2022,Fowler Elementary District,4273,Western Valley Middle School,80916,*,*,*,*,*,*,*,162,171,190,*,*,*,*,523
2022,Fowler Elementary District,4273,Tuscano Elementary School,87521,39,122,98,99,97,93,109,*,*,*,*,*,*,*,657
2022,Fowler Elementary District,4273,Fowler Elementary School District Virtual Academy,1001180,*,31,36,38,42,47,27,54,34,42,*,*,*,*,351
2022,Arlington Elementary District,4274,Arlington Elementary School,5354,*,28,26,34,32,35,28,25,29,33,*,*,*,*,271
2022,Palo Verde Elementary District,4275,Palo Verde Elementary School,5355,14,52,41,49,38,51,43,54,42,63,*,*,*,*,448
2022,Laveen Elementary District,4276,Laveen Elementary School,5356,70,83,63,81,82,73,66,83,90,89,*,*,*,*,780
2022,Laveen Elementary District,4276,Maurice C. Cash Elementary School,5357,*,87,74,85,75,106,97,89,113,98,*,*,*,*,824
2022,Laveen Elementary District,4276,Vista del Sur Accelerated,5358,61,99,79,87,86,90,80,86,87,73,*,*,*,*,828
2022,Laveen Elementary District,4276,Cheatham Elementary School,84305,*,72,80,99,87,89,90,90,104,114,*,*,*,*,825
2022,Laveen Elementary District,4276,Trailside Point Performing Arts Academy,88421,*,98,88,115,101,120,96,115,101,136,*,*,*,*,970
2022,Laveen Elementary District,4276,Desert Meadows Elementary School,89266,20,84,64,87,72,75,87,92,107,97,*,*,*,*,785
2022,Laveen Elementary District,4276,Rogers Ranch School,91310,*,106,106,119,115,107,112,114,114,120,*,*,*,*,1013
2022,Laveen Elementary District,4276,Paseo Pointe School,756942,39,128,113,121,102,106,127,89,82,105,*,*,*,*,1012
2022,Laveen Elementary District,4276,Estrella Foothills Global Academy,1000300,24,34,38,43,36,34,42,30,34,11,*,*,*,*,326
2022,Laveen Elementary District,4276,Laveen Online Academy,1001765,*,*,*,*,30,25,29,27,27,27,*,*,*,*,165
2022,Union Elementary District,4277,Union Elementary School,5359,21,108,95,115,*,*,*,*,*,*,*,*,*,*,339
2022,Union Elementary District,4277,Hurley Ranch Elementary,87523,*,*,*,*,110,102,107,93,127,145,*,*,*,*,684
2022,Union Elementary District,4277,Dos Rios Elementary,89592,*,66,61,84,69,61,76,88,87,83,*,*,*,*,675
2022,Littleton Elementary District,4278,Littleton Elementary School,5360,91,76,62,72,64,71,65,53,56,70,*,*,*,*,680
2022,Littleton Elementary District,4278,Collier Elementary School,79618,*,77,74,76,80,84,82,78,105,112,*,*,*,*,768
2022,Littleton Elementary District,4278,Quentin Elementary School,85852,*,82,84,71,78,76,96,98,100,110,*,*,*,*,795
2022,Littleton Elementary District,4278,Country Place Elementary,87476,*,98,104,88,108,99,103,106,113,114,*,*,*,*,933
2022,Littleton Elementary District,4278,Estrella Vista Elementary School,89608,*,77,73,85,88,98,93,111,110,117,*,*,*,*,852
2022,Littleton Elementary District,4278,Tres Rios Elementary School,89924,*,48,61,57,86,71,79,80,97,108,*,*,*,*,687
2022,Littleton Elementary District,4278,Fine Arts Academy,530879,*,76,77,76,84,71,79,101,93,104,*,*,*,*,761
2022,Littleton Elementary District,4278,LESD Online Academy,1001661,*,*,*,28,26,20,28,30,27,23,*,*,*,*,182
2022,Roosevelt Elementary District,4279,Cesar E Chavez Community School,5363,*,43,59,44,52,38,53,44,39,51,*,*,*,*,423
2022,Roosevelt Elementary District,4279,Percy L Julian School,5364,*,*,*,*,*,55,44,60,54,49,*,*,*,*,262
2022,Roosevelt Elementary District,4279,Sunland Elementary School,5365,*,62,49,63,54,62,64,57,87,64,*,*,*,*,562
2022,Roosevelt Elementary District,4279,Valley View School,5367,*,59,47,39,63,48,56,61,75,78,*,*,*,*,526
2022,Roosevelt Elementary District,4279,C J Jorgensen School,5368,*,35,31,28,42,32,34,46,37,44,*,*,*,*,329
2022,Roosevelt Elementary District,4279,Irene Lopez School,5370,*,52,36,55,49,58,51,44,63,62,*,*,*,*,470
2022,Roosevelt Elementary District,4279,Martin Luther King Early Childhood Center,5371,*,57,39,37,52,*,*,*,*,*,*,*,*,*,185
2022,Roosevelt Elementary District,4279,T G Barr School,5372,*,35,37,35,42,34,41,34,35,53,*,*,*,*,349
2022,Roosevelt Elementary District,4279,V H Lassen Elementary School,5373,*,27,37,19,30,24,36,34,38,45,*,*,*,*,290
2022,Roosevelt Elementary District,4279,John F Kennedy Elementary School,5374,*,93,85,83,91,*,*,*,*,*,*,*,*,*,353
2022,Roosevelt Elementary District,4279,C O Greenfield School,5376,*,*,*,*,*,83,77,99,108,111,*,*,*,*,478
2022,Roosevelt Elementary District,4279,Ignacio Conchos School,5377,*,28,22,47,31,36,35,32,34,44,*,*,*,*,309
2022,Roosevelt Elementary District,4279,John R Davis School,5378,*,22,34,36,35,23,30,35,32,39,*,*,*,*,286
2022,Roosevelt Elementary District,4279,Maxine O Bush Elementary School,5379,*,31,21,16,26,33,37,35,41,42,*,*,*,*,283
2022,Roosevelt Elementary District,4279,Southwest Elementary School,5380,*,52,54,48,59,66,58,52,63,60,*,*,*,*,512
2022,Roosevelt Elementary District,4279,Cloves C Campbell Sr Elementary School,79012,32,40,43,44,30,47,47,52,45,52,*,*,*,*,432
2022,Roosevelt Elementary District,4279,Ed & Verma Pastor Elementary School,79013,26,44,40,46,43,42,53,61,61,73,*,*,*,*,489
2022,Roosevelt Elementary District,4279,Bernard Black Elementary School,87883,34,50,56,58,56,46,49,55,65,62,*,*,*,*,531
2022,Roosevelt Elementary District,4279,iAmRSDOnline Academy,1001174,*,*,27,29,32,29,35,27,24,33,*,*,*,*,236
2022,Alhambra Elementary District,4280,Alhambra Traditional School,5381,*,86,79,94,75,75,83,81,69,71,*,*,*,*,713
2022,Alhambra Elementary District,4280,James W. Rice Elementary School,5383,*,68,79,66,81,82,74,100,83,101,*,*,*,*,734
2022,Alhambra Elementary District,4280,Barcelona Elementary School,5384,*,98,86,81,90,103,90,106,106,109,*,*,*,*,869
2022,Alhambra Elementary District,4280,Catalina Ventura School,5385,*,83,81,96,90,107,82,109,116,139,*,*,*,*,903
2022,Alhambra Elementary District,4280,Cordova Elementary School,5386,*,60,58,73,63,75,84,78,93,112,*,*,*,*,696
2022,Alhambra Elementary District,4280,Granada Elementary School-East Campus,5387,*,*,*,*,*,*,183,175,217,215,*,*,*,*,790
2022,Alhambra Elementary District,4280,Granada Elementary School-West Campus,5388,*,172,175,161,166,168,*,*,*,*,*,*,*,*,842
2022,Alhambra Elementary District,4280,Sevilla Elementary School-East Campus,5390,*,141,127,150,183,155,*,*,*,*,*,*,*,*,756
2022,Alhambra Elementary District,4280,Choice Learning Academy,5391,*,*,*,*,*,*,*,139,148,153,*,*,*,*,440
2022,Alhambra Elementary District,4280,Westwood Elementary School,5392,*,131,138,135,147,144,142,*,*,*,*,*,*,*,837
2022,Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,*,71,68,68,68,75,73,78,71,47,*,*,*,*,619
2022,Alhambra Elementary District,4280,Sevilla Elementary School-West Campus,79203,*,*,*,*,*,*,160,162,179,204,*,*,*,*,705
2022,Alhambra Elementary District,4280,Madrid Neighborhood School,1000041,*,60,53,76,57,54,60,56,62,55,*,*,*,*,533
2022,Alhambra Elementary District,4280,Valencia Newcomer School,1000042,*,13,*,*,*,*,15,12,17,11,*,*,*,*,98
2022,Alhambra Elementary District,4280,Global Academy of Phoenix,1000259,*,25,26,31,24,13,15,13,20,17,*,*,*,*,184
2022,Alhambra Elementary District,4280,Alhambra Preschool Academy,1000261,114,*,*,*,*,*,*,*,*,*,*,*,*,*,114
2022,Alhambra Elementary District,4280, Arizona K-8 Online Academy,1001088,*,28,32,39,36,40,42,44,39,45,*,*,*,*,345
2022,Alhambra Elementary District,4280,Girls Innovation Academy,1001167,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41
2022,Litchfield Elementary District,4281,Litchfield Elementary School,5393,67,100,84,108,113,123,139,*,*,*,*,*,*,*,739
2022,Litchfield Elementary District,4281,Scott L Libby Elementary School,5394,26,71,56,90,74,76,65,*,*,*,*,*,*,*,462
2022,Litchfield Elementary District,4281,Western Sky Middle School,5395,*,*,*,*,*,*,*,313,317,309,*,*,*,*,939
2022,Litchfield Elementary District,4281,Palm Valley Elementary,5396,19,94,100,102,117,125,113,*,*,*,*,*,*,*,672
2022,Litchfield Elementary District,4281,Rancho Santa Fe Elementary School,78925,36,75,75,87,95,86,86,*,*,*,*,*,*,*,540
2022,Litchfield Elementary District,4281,White Tanks Learning Center,79220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14
2022,Litchfield Elementary District,4281,Wigwam Creek Middle School,79221,*,*,*,*,*,*,*,243,263,321,*,*,*,*,827
2022,Litchfield Elementary District,4281,Corte Sierra Elementary School,80054,*,87,92,96,105,103,106,*,*,*,*,*,*,*,590
2022,Litchfield Elementary District,4281,Dreaming Summit Elementary,85843,38,97,107,103,97,109,110,*,*,*,*,*,*,*,662
2022,Litchfield Elementary District,4281,Verrado Middle School,85844,*,*,*,*,*,*,*,196,194,204,*,*,*,*,594
2022,Litchfield Elementary District,4281,Barbara B. Robey Elementary School,87522,21,71,67,82,91,84,87,*,*,*,*,*,*,*,503
2022,Litchfield Elementary District,4281,Verrado Elementary School,89586,65,114,103,135,119,116,127,*,*,*,*,*,*,*,779
2022,Litchfield Elementary District,4281,L. Thomas Heck Middle School,90385,*,*,*,*,*,*,*,191,224,238,*,*,*,*,653
2022,Litchfield Elementary District,4281,Mabel Padgett Elementary School,90550,43,84,96,74,99,95,92,*,*,*,*,*,*,*,583
2022,Litchfield Elementary District,4281,Verrado Heritage Elementary School,92878,22,99,98,84,100,110,107,122,121,119,*,*,*,*,983
2022,Litchfield Elementary District,4281,Belen Soto Elementary School,1000251,36,97,82,85,93,103,95,134,129,152,*,*,*,*,1008
2022,Litchfield Elementary District,4281,Digital Learning Academy,1001665,*,17,24,38,35,28,48,43,47,49,*,*,*,*,329
2022,Cartwright Elementary District,4282,Cartwright School,5398,*,68,72,75,79,64,69,86,88,97,*,*,*,*,701
2022,Cartwright Elementary District,4282,Glenn L. Downs Social Sciences Academy,5399,*,61,82,59,74,73,69,73,74,93,*,*,*,*,659
2022,Cartwright Elementary District,4282,John F. Long,5400,*,111,95,119,92,107,92,89,*,*,*,*,*,*,708
2022,Cartwright Elementary District,4282,Justine Spitalny STE3AM School,5401,*,55,64,79,80,75,74,81,81,31,*,*,*,*,620
2022,Cartwright Elementary District,4282,Holiday Park School,5402,*,84,90,104,82,94,85,106,*,*,*,*,*,*,648
2022,Cartwright Elementary District,4282,Sunset School,5403,*,113,110,112,108,106,95,107,*,*,*,*,*,*,751
2022,Cartwright Elementary District,4282,Starlight Park College Preparatory and Community School,5404,*,97,111,107,81,96,88,95,*,*,*,*,*,*,678
2022,Cartwright Elementary District,4282,Charles W. Harris School,5405,*,105,111,95,82,99,84,101,103,118,*,*,*,*,899
2022,Cartwright Elementary District,4282,Desert Sands Middle School,5406,*,*,*,*,*,*,*,*,205,236,*,*,*,*,441
2022,Cartwright Elementary District,4282,Frank Borman School,5407,*,84,107,112,88,107,99,123,118,140,*,*,*,*,979
2022,Cartwright Elementary District,4282,Cartwright Early Childhood Center,5408,98,*,*,*,*,*,*,*,*,*,*,*,*,*,98
2022,Cartwright Elementary District,4282,Heatherbrae School,5409,*,82,95,103,80,103,96,87,*,*,*,*,*,*,648
2022,Cartwright Elementary District,4282,Estrella Middle School,5411,*,*,*,*,*,*,*,81,352,416,*,*,*,*,849
2022,Cartwright Elementary District,4282,Palm Lane,5412,*,71,97,95,80,85,91,86,*,*,*,*,*,*,611
2022,Cartwright Elementary District,4282,Peralta School,5413,*,117,106,142,114,100,102,109,*,*,*,*,*,*,793
2022,Cartwright Elementary District,4282,Byron A. Barry School,5414,175,*,*,*,*,*,*,*,*,*,*,*,*,*,175
2022,Cartwright Elementary District,4282,Tomahawk School,5415,*,132,112,134,110,121,107,96,*,*,*,*,*,*,813
2022,Cartwright Elementary District,4282,G. Frank Davidson,6032,*,104,116,92,108,100,89,88,*,*,*,*,*,*,698
2022,Cartwright Elementary District,4282,Marc T. Atkinson Middle School & Gifted Academy,78980,*,*,*,*,*,*,*,*,297,379,*,*,*,*,676
2022,Cartwright Elementary District,4282,Bret R. Tarver Leadership Academy,79283,*,83,84,100,82,83,88,111,*,*,*,*,*,*,635
2022,Cartwright Elementary District,4282,Manuel Pena Jr. School,81109,*,123,114,104,95,120,107,113,*,*,*,*,*,*,777
2022,Cartwright Elementary District,4282,Raúl H. Castro Middle School: Academy of Fine Arts,89955,*,*,*,*,*,*,*,*,255,235,*,*,*,*,490
2022,Cartwright Elementary District,4282,Cartwright Virtual Academy,1001711,*,52,55,60,45,55,43,61,48,51,*,*,*,*,470
2022,Pendergast Elementary District,4283,Pendergast Elementary School,5417,*,86,49,77,78,65,67,64,60,87,*,*,*,*,633
2022,Pendergast Elementary District,4283,Desert Horizon Elementary School,5418,*,57,66,89,72,76,95,86,83,91,*,*,*,*,724
2022,Pendergast Elementary District,4283,Villa De Paz Elementary School,5420,40,51,38,49,43,56,50,68,58,73,*,*,*,*,528
2022,Pendergast Elementary District,4283,Garden Lakes Elementary School,5421,*,90,85,80,91,89,85,94,102,129,*,*,*,*,845
2022,Pendergast Elementary District,4283,Desert Mirage Elementary School,5422,47,71,69,73,73,63,69,68,66,74,*,*,*,*,674
2022,Pendergast Elementary District,4283,Copper King Elementary,5423,*,51,57,75,77,86,103,102,101,121,*,*,*,*,775
2022,Pendergast Elementary District,4283,Canyon Breeze Elementary,79265,*,57,43,60,64,68,72,72,102,101,*,*,*,*,639
2022,Pendergast Elementary District,4283,Sonoran Sky Elementary School,79642,23,46,44,55,48,50,60,60,64,68,*,*,*,*,518
2022,Pendergast Elementary District,4283,Rio Vista Elementary,79800,*,68,52,60,67,77,57,73,86,108,*,*,*,*,648
2022,Pendergast Elementary District,4283,Westwind Elementary School,80417,*,99,83,91,117,101,116,120,125,145,*,*,*,*,999
2022,Pendergast Elementary District,4283,Sunset Ridge Elementary School,80418,*,44,43,65,53,64,54,67,66,66,*,*,*,*,522
2022,Pendergast Elementary District,4283,Amberlea Elementary School,80419,*,47,50,47,47,51,52,61,63,67,*,*,*,*,486
2022,Buckeye Union High School District,4284,Buckeye Union High School,5424,*,*,*,*,*,*,*,*,*,*,499,427,439,351,1716
2022,Buckeye Union High School District,4284,Estrella Foothills High School,79376,*,*,*,*,*,*,*,*,*,*,375,294,321,260,1250
2022,Buckeye Union High School District,4284,Youngker High School,89573,*,*,*,*,*,*,*,*,*,*,547,536,477,420,1980
2022,Buckeye Union High School District,4284,BUHSD Institute of Online Learning,91826,*,*,*,*,*,*,*,*,*,*,23,42,56,89,210
2022,Glendale Union High School District,4285,Glendale High School,5426,*,*,*,*,*,*,*,*,*,*,550,500,448,343,1841
2022,Glendale Union High School District,4285,Sunnyslope High School,5427,*,*,*,*,*,*,*,*,*,*,656,586,521,497,2260
2022,Glendale Union High School District,4285,Washington High School,5428,*,*,*,*,*,*,*,*,*,*,528,491,445,378,1842
2022,Glendale Union High School District,4285,Cortez High School,5429,*,*,*,*,*,*,*,*,*,*,326,283,254,221,1084
2022,Glendale Union High School District,4285,Moon Valley High School,5430,*,*,*,*,*,*,*,*,*,*,417,393,349,290,1449
2022,Glendale Union High School District,4285,Apollo High School,5431,*,*,*,*,*,*,*,*,*,*,598,597,497,455,2147
2022,Glendale Union High School District,4285,Thunderbird High School,5432,*,*,*,*,*,*,*,*,*,*,457,425,352,379,1613
2022,Glendale Union High School District,4285,Greenway High School,5433,*,*,*,*,*,*,*,*,*,*,360,373,364,387,1484
2022,Glendale Union High School District,4285,Independence High School,5434,*,*,*,*,*,*,*,*,*,*,558,567,451,501,2077
2022,Glendale Union High School District,4285,Glendale Union High School District Online Learning Academy,5435,*,*,*,*,*,*,*,*,*,*,12,44,105,194,355
2022,Glendale Union High School District,4285,Glendale Union Online,794564,*,*,*,*,*,*,*,*,*,*,39,86,104,276,505
2022,Phoenix Union High School District,4286,Alhambra High School,5436,*,*,*,*,*,*,*,*,*,*,613,587,623,552,2375
