Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
2022,Vail Unified District,4413,Vail Academy & High School,10855,*,25,25,30,27,29,27,47,53,54,68,35,29,25,474
2022,Vail Unified District,4413,Civano Community K-8 School,78835,*,13,11,13,14,12,13,20,14,*,*,*,*,*,119
2022,Vail Unified District,4413,Cottonwood Elementary School,79719,*,96,88,84,63,94,99,*,*,*,*,*,*,*,525
2022,Vail Unified District,4413,Desert Sky Middle School,79720,*,*,*,*,*,*,*,245,265,282,*,*,*,*,792
2022,Vail Unified District,4413,Cienega High School,79721,*,*,*,*,*,*,*,*,*,*,475,465,472,494,1906
2022,Vail Unified District,4413,Sycamore Elementary School,80871,*,119,117,111,112,125,122,*,*,*,*,*,*,*,706
2022,Vail Unified District,4413,Pantano High School,84665,*,*,*,*,*,*,*,*,*,*,*,*,21,45,66
2022,Vail Unified District,4413,Corona Foothills Middle School,87470,*,*,*,*,*,*,*,201,195,196,*,*,*,*,592
2022,Vail Unified District,4413,Empire High School,87875,*,*,*,*,*,*,*,*,*,*,228,219,208,204,859
2022,Vail Unified District,4413,Ocotillo Ridge Elementary,89575,*,96,91,92,115,104,102,*,*,*,*,*,*,*,600
2022,Vail Unified District,4413,Senita Valley Elementary School,89749,*,117,112,100,97,116,123,*,*,*,*,*,*,*,665
2022,Vail Unified District,4413,Rincon Vista Middle School,90156,*,*,*,*,*,*,*,211,222,265,*,*,*,*,698
2022,Vail Unified District,4413,Vail Innovation Center,90845,*,*,*,*,*,*,*,*,*,*,16,23,18,31,146
2022,Vail Unified District,4413,Acacia Elementary School,91168,*,125,94,144,123,123,137,*,*,*,*,*,*,*,746
2022,Vail Unified District,4413,Mesquite Elementary School,91169,*,130,116,130,104,112,121,*,*,*,*,*,*,*,713
2022,Vail Unified District,4413,Andrada Polytechnic High School,91292,*,*,*,*,*,*,*,*,*,*,158,133,160,179,630
2022,Vail Unified District,4413,Esmond Station School,92376,*,69,76,76,80,82,87,85,91,84,*,*,*,*,730
2022,Vail Unified District,4413,Copper Ridge Elementary,93000,*,65,63,65,70,63,81,*,*,*,*,*,*,*,407
2022,Vail Unified District,4413,Vail Blended Learning,1000281,*,*,*,*,*,*,*,25,17,24,*,*,*,*,66
2022,Vail Unified District,4413,Vail Inclusive Preschool,1000286,258,*,*,*,*,*,*,*,*,*,*,*,*,*,258
2022,Vail Unified District,4413,Mica Mountain High,1000597,*,*,*,*,*,*,*,*,*,*,339,321,165,80,905
2022,San Fernando Elementary District,4414,San Fernando Elementary School,5853,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19
2022,Continental Elementary District,4416,Continental Elementary School,5855,41,64,68,72,78,55,70,62,68,71,*,*,*,*,649
2022,Altar Valley Elementary District,4418,Altar Valley Middle School,5859,*,*,*,*,*,*,*,68,66,66,*,*,*,*,200
2022,Altar Valley Elementary District,4418,Robles Elementary School,84336,30,56,67,51,59,53,50,*,*,*,*,*,*,*,366
2022,Pima County,4420,Pima Vocational High School,6057,*,*,*,*,*,*,*,*,*,*,*,*,*,38,49
2022,"Edge School, Inc., The",4421,Edge High School - Himmel Park,5860,*,*,*,*,*,*,*,*,*,*,*,16,22,48,92
2022,"Edge School, Inc., The",4421,EDGE High School - Northwest,80928,*,*,*,*,*,*,*,*,*,*,*,*,11,38,58
2022,Tucson Youth Development/ACE Charter High School,4422,Alternative Computerized Education (ACE) Charter High School,5861,*,*,*,*,*,*,*,*,*,*,*,*,48,391,450
2022,Tucson Youth Development/ACE Charter High School,4422,Youth Works Charter High School,90286,*,*,*,*,*,*,*,*,*,*,*,13,14,13,43
2022,Presidio School,4425,Presidio School,5865,*,47,28,36,33,28,37,30,39,37,22,21,14,17,389
2022,Hermosa Montessori Charter School,4426,Hermosa Montessori Charter,5866,*,39,25,32,28,20,12,19,12,*,*,*,*,*,196
2022,"Montessori Schoolhouse of Tucson, Inc.",4428,Montessori Schoolhouse,5869,*,22,*,*,*,*,*,*,*,*,*,*,*,*,22
2022,"Montessori Schoolhouse of Tucson, Inc.",4428,Montessori Schoolhouse,6340,*,*,23,16,16,18,*,*,*,*,*,*,*,*,92
2022,"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Celestino Fernandez Learning Center,5873,*,*,*,*,*,*,*,*,*,*,14,19,28,70,131
2022,"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Alice S. Paul Learning Center,5876,*,*,*,*,*,*,*,*,*,*,*,15,22,25,66
2022,"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Raul H. Castro Learning Center,5877,*,*,*,*,*,*,*,*,*,*,20,30,23,85,158
2022,"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Cesar Chavez Learning Center,5878,*,*,*,*,*,*,*,*,*,*,15,22,27,58,122
2022,"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Jose Yepez Learning Center,5879,*,*,*,*,*,*,*,*,*,*,*,16,19,46,86
2022,"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Colin L. Powell Learning Center,5880,*,*,*,*,*,*,*,*,*,*,15,11,18,28,72
2022,Mary C O'Brien Accommodation District,4435,Mary C  O'Brien Elementary School,5893,*,18,18,18,18,18,18,*,*,*,*,*,*,*,118
2022,Mary C O'Brien Accommodation District,4435,Villa Oasis Interscholastic Center For Education (voice),6067,*,*,*,*,*,*,*,*,*,*,14,18,18,34,84
2022,Florence Unified School District,4437,Florence K-8,5895,*,86,65,76,76,80,82,64,85,92,*,*,*,*,706
2022,Florence Unified School District,4437,Florence High School,5897,*,*,*,*,*,*,*,*,*,*,249,223,186,157,815
2022,Florence Unified School District,4437,Walker Butte K-8,79415,*,69,55,77,81,85,74,68,80,83,*,*,*,*,672
2022,Florence Unified School District,4437,San Tan Heights Elementary,80440,*,87,57,84,74,80,85,91,108,130,*,*,*,*,796
2022,Florence Unified School District,4437,Copper Basin,85853,*,58,48,61,62,76,70,66,88,81,*,*,*,*,610
2022,Florence Unified School District,4437,Skyline Ranch Elementary School,87537,*,54,54,47,60,65,55,64,90,70,*,*,*,*,559
2022,Florence Unified School District,4437,Anthem Elementary School,88400,*,102,98,97,109,99,127,97,131,115,*,*,*,*,976
2022,Florence Unified School District,4437,Circle Cross K8 STEM Academy,89587,*,49,62,63,63,76,79,78,97,106,*,*,*,*,673
2022,Florence Unified School District,4437,Magma Ranch K8 School,89858,*,72,70,88,97,83,86,91,85,122,*,*,*,*,794
2022,Florence Unified School District,4437,San Tan Foothills High School,89907,*,*,*,*,*,*,*,*,*,*,253,232,223,198,906
2022,Florence Unified School District,4437,Poston Butte High School,90309,*,*,*,*,*,*,*,*,*,*,378,353,388,310,1429
2022,Florence Unified School District,4437,Florence Virtual Academy,90781,*,*,12,21,13,13,14,23,17,29,20,38,52,64,323
2022,Florence Unified School District,4437,Mountain Vista Academy,92280,35,*,*,*,*,*,*,*,*,*,*,19,38,74,208
2022,Florence Unified School District,4437,Early Childhood Learning Center,1001811,167,*,*,*,*,*,*,*,*,*,*,*,*,*,167
2022,Ray Unified District,4438,Ray Elementary School,5899,13,30,28,21,19,33,20,29,*,*,*,*,*,*,193
2022,Ray Unified District,4438,Ray JR/SR High School,5900,*,*,*,*,*,*,*,*,35,31,45,24,25,34,194
2022,Mammoth-San Manuel Unified District,4439,First Avenue Elementary School,5902,35,32,40,31,31,32,36,*,*,*,*,*,*,*,237
2022,Mammoth-San Manuel Unified District,4439,San Manuel Jr. High School,5903,*,*,*,*,*,*,*,45,35,32,*,*,*,*,112
2022,Mammoth-San Manuel Unified District,4439,San Manuel High School,5904,*,*,*,*,*,*,*,*,*,*,39,64,42,49,194
2022,Superior Unified School District,4440,John F Kennedy School,5905,*,20,29,27,23,19,36,27,*,*,*,*,*,*,182
2022,Superior Unified School District,4440,Superior Junior/Senior High School,5907,*,*,*,*,*,*,*,*,24,33,28,28,27,20,160
2022,Maricopa Unified School District,4441,Maricopa Elementary School,5908,*,81,115,121,117,117,107,*,*,*,*,*,*,*,662
2022,Maricopa Unified School District,4441,Maricopa Wells Middle School,5909,*,*,*,*,*,*,*,259,307,288,*,*,*,*,854
2022,Maricopa Unified School District,4441,Maricopa High School,5910,*,*,*,*,*,*,*,*,*,*,709,625,645,641,2620
2022,Maricopa Unified School District,4441,Santa Rosa Elementary School,81058,52,76,58,66,59,63,64,*,*,*,*,*,*,*,438
2022,Maricopa Unified School District,4441,Pima Butte Elementary School,87479,*,59,71,61,70,80,88,*,*,*,*,*,*,*,429
2022,Maricopa Unified School District,4441,Santa Cruz Elementary School,88405,*,95,95,97,100,98,115,*,*,*,*,*,*,*,603
2022,Maricopa Unified School District,4441,Saddleback Elementary School,89909,110,86,101,95,89,102,101,*,*,*,*,*,*,*,689
2022,Maricopa Unified School District,4441,Butterfield Elementary School,89910,*,95,111,99,95,118,117,*,*,*,*,*,*,*,636
2022,Maricopa Unified School District,4441,Desert Wind Middle School,89911,*,*,*,*,*,*,*,236,249,270,*,*,*,*,755
2022,Maricopa Unified School District,4441,Maricopa Virtual Academy,1001089,*,*,24,31,16,19,31,35,23,32,28,51,39,29,367
2022,Coolidge Unified District,4442,West Elementary School,5911,31,114,71,80,100,90,85,87,*,*,*,*,*,*,658
2022,Coolidge Unified District,4442,Coolidge Jr. High School,5914,*,*,*,*,*,*,*,*,158,159,*,*,*,*,317
2022,Coolidge Unified District,4442,Coolidge High School,5916,*,*,*,*,*,*,*,*,*,*,187,155,159,115,616
2022,Coolidge Unified District,4442,Heartland Ranch Elementary School,89577,*,68,70,51,58,62,55,79,*,*,*,*,*,*,443
2022,Coolidge Unified District,4442,Coolidge Alternative Program,92608,*,*,*,*,*,*,*,*,12,11,*,53,42,40,176
2022,Coolidge Unified District,4442,Coolidge Virtual Academy,1001734,*,*,*,*,*,*,*,13,13,17,14,26,34,47,208
2022,Apache Junction Unified District,4443,Four Peaks Elementary School,5920,*,83,78,86,75,78,89,74,*,*,*,*,*,*,563
2022,Apache Junction Unified District,4443,Desert Vista Elementary School,5922,76,78,67,71,78,75,73,79,*,*,*,*,*,*,597
2022,Apache Junction Unified District,4443,Cactus Canyon Junior High,5923,*,*,*,*,*,*,*,*,263,283,*,*,*,*,546
2022,Apache Junction Unified District,4443,Apache Junction High School,5925,*,*,*,*,*,*,*,*,*,*,255,263,253,224,995
2022,Apache Junction Unified District,4443,Peralta Trail Elementary School,79631,*,51,42,42,48,75,41,64,*,*,*,*,*,*,363
2022,Oracle Elementary District,4444,Mountain Vista School,5927,24,44,39,47,48,35,30,41,37,46,*,*,*,*,391
2022,J O Combs Unified School District,4445,J. O. Combs Middle School,5928,*,*,*,*,*,*,*,*,350,309,*,*,*,*,659
2022,J O Combs Unified School District,4445,Kathryn Sue Simonton Elementary,79831,54,66,64,49,67,60,82,60,*,*,*,*,*,*,502
2022,J O Combs Unified School District,4445,Jack Harmon Elementary School,87489,*,70,63,57,75,67,60,66,*,*,*,*,*,*,458
2022,J O Combs Unified School District,4445,Ellsworth Elementary School,89569,16,68,75,67,83,81,89,83,*,*,*,*,*,*,562
2022,J O Combs Unified School District,4445,Combs High School,89859,*,*,*,*,*,*,*,*,*,*,434,331,371,291,1427
2022,J O Combs Unified School District,4445,Ranch Elementary School,89860,87,69,63,59,51,51,64,57,*,*,*,*,*,*,501
2022,J O Combs Unified School District,4445,Combs Traditional Academy,90807,*,40,29,48,35,34,34,52,*,*,*,*,*,*,272
2022,J O Combs Unified School District,4445,Combs Online School for Success,1001141,*,*,*,*,*,*,*,14,*,11,*,21,24,45,163
2022,J O Combs Unified School District,4445,Combs Center for Success High School,1001830,*,*,*,*,*,*,*,*,*,*,*,*,11,25,44
2022,Casa Grande Elementary District,4446,Cottonwood Elementary School,5929,*,64,51,70,61,70,58,*,*,*,*,*,*,*,374
2022,Casa Grande Elementary District,4446,Evergreen Elementary School,5930,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21
2022,Casa Grande Elementary District,4446,Palo Verde School,5932,*,67,57,65,65,78,70,*,*,*,*,*,*,*,402
2022,Casa Grande Elementary District,4446,Saguaro Elementary School,5933,*,77,71,65,77,95,84,*,*,*,*,*,*,*,469
2022,Casa Grande Elementary District,4446,Casa Grande Middle School,5934,*,*,*,*,*,*,*,212,188,251,*,*,*,*,651
2022,Casa Grande Elementary District,4446,Cholla Elementary School,5935,15,72,70,87,79,93,78,*,*,*,*,*,*,*,494
2022,Casa Grande Elementary District,4446,Ironwood School,5936,*,70,81,68,84,85,88,*,*,*,*,*,*,*,476
2022,Casa Grande Elementary District,4446,Mesquite Elementary School,5937,*,71,66,80,83,81,87,*,*,*,*,*,*,*,469
2022,Casa Grande Elementary District,4446,Cactus Middle School,79692,*,*,*,*,*,*,*,237,268,286,*,*,*,*,791
2022,Casa Grande Elementary District,4446,Desert Willow Elementary School,87948,*,64,69,71,65,93,88,*,*,*,*,*,*,*,450
2022,Casa Grande Elementary District,4446,McCartney Ranch Elementary School,89578,17,99,93,111,100,112,97,*,*,*,*,*,*,*,643
2022,Casa Grande Elementary District,4446,Villago Middle School,89579,*,*,*,*,*,*,*,224,276,298,*,*,*,*,798
2022,Casa Grande Elementary District,4446,Early Childhood Learning Center,90899,152,*,*,*,*,*,*,*,*,*,*,*,*,*,152
2022,Casa Grande Elementary District,4446,CGESD Online Learning Academy,1001430,*,21,25,28,30,31,29,32,36,41,*,*,*,*,273
2022,Red Rock Elementary District,4447,Red Rock Elementary School,5938,*,55,40,42,39,51,58,60,41,37,*,*,*,*,432
2022,Eloy Elementary District,4448,Curiel School,5940,*,73,80,81,*,*,*,*,*,*,*,*,*,*,234
2022,Eloy Elementary District,4448,Eloy Intermediate School,5941,*,*,*,*,97,67,88,*,*,*,*,*,*,*,252
2022,Eloy Elementary District,4448,Eloy Junior High School,5942,*,*,*,*,*,*,*,74,97,93,*,*,*,*,264
2022,Sacaton Elementary District,4449,Sacaton Elementary,5943,24,41,48,59,55,54,*,*,*,*,*,*,*,*,281
2022,Sacaton Elementary District,4449,Sacaton Middle School,5944,*,*,*,*,*,*,44,61,46,50,*,*,*,*,201
2022,Toltec School District,4450,Toltec Elementary School,5945,*,48,31,29,37,34,37,32,41,49,*,*,*,*,338
2022,Toltec School District,4450,Arizona City Elementary School,92244,24,66,65,59,81,60,73,58,78,90,*,*,*,*,654
2022,Stanfield Elementary District,4451,Stanfield Elementary School,5946,16,44,37,50,39,38,51,51,36,49,*,*,*,*,411
2022,Picacho Elementary District,4452,Picacho School,5947,*,17,*,20,15,14,24,27,17,17,*,*,*,*,160
2022,Casa Grande Union High School District,4453,Casa Grande Union High School,5948,*,*,*,*,*,*,*,*,*,*,594,537,444,417,1992
2022,Casa Grande Union High School District,4453,Vista Grande High School,90084,*,*,*,*,*,*,*,*,*,*,491,413,381,350,1635
2022,Casa Grande Union High School District,4453,Casa Grande Union High School District Online,1001708,*,*,*,*,*,*,*,*,*,*,21,35,51,71,178
2022,Santa Cruz Valley Union High School District,4454,Santa Cruz Valley Union High School,5951,*,*,*,*,*,*,*,*,*,*,88,75,55,54,272
2022,Santa Cruz Valley Union High School District,4454,Santa Cruz Center for Success,90415,*,*,*,*,*,*,*,*,*,*,*,*,13,12,30
2022,Nogales Unified District,4457,Desert Shadows Middle School,5954,*,*,*,*,*,*,*,222,236,264,*,*,*,*,722
2022,Nogales Unified District,4457,Francisco Vasquez De Coronado Elementary School,5955,*,81,75,84,84,80,97,*,*,*,*,*,*,*,501
2022,Nogales Unified District,4457,Wade Carpenter Middle School,5956,*,*,*,*,*,*,*,145,195,199,*,*,*,*,539
2022,Nogales Unified District,4457,Lincoln Elementary School,5957,11,67,66,66,61,63,69,*,*,*,*,*,*,*,403
2022,Nogales Unified District,4457,A J Mitchell Elementary School,5958,*,46,47,45,45,58,52,*,*,*,*,*,*,*,293
2022,Nogales Unified District,4457,Mary L Welty Elementary School,5959,*,57,59,52,51,59,65,*,*,*,*,*,*,*,343
2022,Nogales Unified District,4457,Challenger Elementary School,5960,*,63,37,60,69,67,69,*,*,*,*,*,*,*,365
2022,Nogales Unified District,4457,Pierson High School,5961,*,*,*,*,*,*,*,*,*,*,63,37,23,18,141
2022,Nogales Unified District,4457,Nogales High School,5962,*,*,*,*,*,*,*,*,*,*,607,417,395,381,1800
2022,Nogales Unified District,4457,Robert Bracker Elementary,6071,*,42,41,37,46,39,62,*,*,*,*,*,*,*,267
2022,Nogales Unified District,4457,NUSD Online,91269,*,*,*,*,*,*,*,*,*,*,21,29,16,19,133
2022,Santa Cruz Valley Unified District,4458,San Cayetano Elementary School,5963,*,61,65,63,79,67,66,*,*,*,*,*,*,*,401
2022,Santa Cruz Valley Unified District,4458,Mountain View School,5964,*,52,62,72,67,65,61,*,*,*,*,*,*,*,379
2022,Santa Cruz Valley Unified District,4458,Calabasas School,5965,81,118,106,107,94,91,103,118,109,137,*,*,*,*,1064
2022,Santa Cruz Valley Unified District,4458,Rio Rico High School,5966,*,*,*,*,*,*,*,*,*,*,338,329,318,333,1318
2022,Santa Cruz Valley Unified District,4458,Coatimundi Middle School,89775,*,*,*,*,*,*,*,127,164,176,*,*,*,*,467
2022,Santa Cruz Elementary District,4459,Little Red Schoolhouse,5967,*,13,23,15,19,20,19,24,22,25,*,*,*,*,180
2022,Patagonia Elementary District,4460,Patagonia Elementary School,5968,*,*,*,12,*,*,13,11,*,16,*,*,*,*,107
2022,Sonoita Elementary District,4461,Elgin Elementary School,5970,*,*,11,11,18,16,13,14,13,17,*,*,*,*,123
2022,Patagonia Union High School District,4462,Patagonia Union High School,5971,*,*,*,*,*,*,*,*,*,*,18,22,15,19,74
2022,"Mexicayotl Academy, Inc.",4463,Mexicayotl Charter School,5972,*,27,15,20,23,22,14,20,15,11,*,*,*,*,167
2022,"Mexicayotl Academy, Inc.",4463,Mexicayotl Academy,92176,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25
2022,Prescott Unified District,4466,Discovery Gardens Preschool,8126,121,*,*,*,*,*,*,*,*,*,*,*,*,*,121
2022,Prescott Unified District,4466,Lincoln Elementary School,8128,*,58,54,66,62,49,*,*,*,*,*,*,*,*,289
2022,Prescott Unified District,4466,Taylor Hicks School,8130,*,85,83,74,72,78,*,*,*,*,*,*,*,*,394
2022,Prescott Unified District,4466,Abia Judd Elementary School,8132,*,85,100,98,83,111,*,*,*,*,*,*,*,*,477
2022,Prescott Unified District,4466,Prescott Mile High Middle School,8133,*,*,*,*,*,*,*,*,276,301,*,*,*,*,578
2022,Prescott Unified District,4466,Granite Mountain Middle School,8134,*,*,*,*,*,*,237,263,*,*,*,*,*,*,515
2022,Prescott Unified District,4466,Prescott High School,8135,*,*,*,*,*,*,*,*,*,*,403,347,331,361,1443
2022,Sedona-Oak Creek JUSD #9,4467,West Sedona Elementary School,6083,20,39,25,31,34,33,38,*,*,*,*,*,*,*,220
2022,Sedona-Oak Creek JUSD #9,4467,Sedona Red Rock Junior/Senior High School,6085,*,*,*,*,*,*,*,39,48,65,88,90,74,72,476
2022,Sedona-Oak Creek JUSD #9,4467,Red Rock Academy,90826,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18
2022,Bagdad Unified District,4468,Bagdad Elementary School,6088,24,29,28,34,26,34,25,28,*,*,*,*,*,*,228
2022,Bagdad Unified District,4468,Bagdad Middle / Senior High School,6089,*,*,*,*,*,*,*,*,38,36,44,28,33,27,206
2022,Bagdad Unified District,4468,Sultan Virtual Academy,1001181,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20
2022,Humboldt Unified District,4469,Lake Valley Elementary School,6090,*,53,49,76,57,44,67,65,*,*,*,*,*,*,411
2022,Humboldt Unified District,4469,Bradshaw Mountain Middle School,6091,*,*,*,*,*,*,*,*,142,124,*,*,*,*,266
2022,Humboldt Unified District,4469,Glassford Hill Middle School,6092,*,*,*,*,*,*,*,*,198,204,*,*,*,*,402
2022,Humboldt Unified District,4469,Humboldt Elementary School,6093,*,48,60,50,57,44,65,42,*,*,*,*,*,*,366
2022,Humboldt Unified District,4469,Mountain View Elementary School,6094,*,55,52,50,51,51,59,53,*,*,*,*,*,*,371
2022,Humboldt Unified District,4469,Coyote Springs Elementary School,6095,*,80,86,70,84,88,92,91,*,*,*,*,*,*,591
2022,Humboldt Unified District,4469,Liberty Traditional School,6096,*,78,80,74,84,86,81,85,116,93,*,*,*,*,777
2022,Humboldt Unified District,4469,Bradshaw Mountain High School,6097,*,*,*,*,*,*,*,*,*,*,488,430,353,327,1598
2022,Humboldt Unified District,4469,Granville Elementary School,87535,*,74,75,83,79,74,75,77,*,*,*,*,*,*,537
2022,Humboldt Unified District,4469,Bradshaw Mountain Online Academy,87536,*,*,*,*,*,*,*,*,*,*,*,19,19,50,94
2022,Humboldt Unified District,4469,Bright Futures Preschool,89839,73,*,*,*,*,*,*,*,*,*,*,*,*,*,73
2022,Camp Verde Unified District,4470,Camp Verde Elementary School,6098,14,86,126,119,106,105,118,*,*,*,*,*,*,*,674
2022,Camp Verde Unified District,4470,Camp Verde Middle School,6099,*,*,*,*,*,*,*,124,121,134,*,*,*,*,379
2022,Camp Verde Unified District,4470,Camp Verde High School,6100,*,*,*,*,*,*,*,*,*,*,144,141,113,91,489
2022,Camp Verde Unified District,4470,Camp Verde Accommodation School,84659,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13
2022,Camp Verde Unified District,4470,Camp Verde Online,1000257,*,*,*,*,*,*,*,*,*,*,*,14,16,27,61
2022,Ash Fork Joint Unified District,4471,Ash Fork Elementary School,6101,*,20,17,19,17,21,29,*,*,*,*,*,*,*,124
2022,Ash Fork Joint Unified District,4471,Ash Fork Middle School,6102,*,*,*,*,*,*,*,19,29,26,*,*,*,*,74
2022,Ash Fork Joint Unified District,4471,Ash Fork High School,6103,*,*,*,*,*,*,*,*,*,*,27,19,21,20,87
2022,Seligman Unified District,4472,Seligman Elementary School,6104,*,*,*,13,12,*,*,16,15,*,*,*,*,*,96
2022,Seligman Unified District,4472,Seligman High School,6105,*,*,*,*,*,*,*,*,*,*,18,11,11,*,47
2022,Mayer Unified School District,4473,Mayer High School,6106,*,*,*,*,*,*,*,*,*,*,42,50,58,26,176
2022,Mayer Unified School District,4473,Mayer Elementary School,6107,*,31,52,33,39,37,41,44,31,45,*,*,*,*,354
2022,Chino Valley Unified District,4474,Del Rio Elementary School,6108,*,*,*,*,161,143,153,*,*,*,*,*,*,*,457
2022,Chino Valley Unified District,4474,Heritage Middle School,6109,*,*,*,*,*,*,*,162,170,199,*,*,*,*,531
2022,Chino Valley Unified District,4474,Chino Valley High School,6110,*,*,*,*,*,*,*,*,*,*,230,204,199,150,783
2022,Chino Valley Unified District,4474,Territorial Early Childhood Center,78928,95,201,161,171,*,*,*,*,*,*,*,*,*,*,631
2022,Skull Valley Elementary District,4478,Skull Valley Elementary School,6113,*,*,*,*,*,*,*,*,*,*,*,*,*,*,43
2022,Congress Elementary District,4479,Congress Elementary School,6114,*,11,17,*,11,*,*,13,14,12,*,*,*,*,109
2022,Kirkland Elementary District,4480,Kirkland Elementary School,6115,*,*,*,*,*,*,12,*,*,14,*,*,*,*,85
2022,Beaver Creek Elementary District,4481,Beaver Creek School,6116,11,29,33,39,37,35,32,43,39,26,*,*,*,*,324
2022,Hillside Elementary District,4482,Hillside Elementary School,6117,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Crown King Elementary District,4483,Crown King Elementary School,6118,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Canon Elementary District,4484,Canon School,6119,*,17,11,13,17,18,17,14,14,20,*,*,*,*,141
2022,Yarnell Elementary District,4485,Yarnell Elementary School,6121,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37
2022,Clarkdale-Jerome Elementary District,4486,Clarkdale-Jerome Elementary School,6122,*,40,46,58,49,48,48,50,48,52,*,*,*,*,443
2022,Cottonwood-Oak Creek Elementary District,4487,Cottonwood Education Services,6123,14,*,*,*,*,*,*,*,*,*,*,*,*,*,26
2022,Cottonwood-Oak Creek Elementary District,4487,Oak Creek Elementary School,6125,*,26,30,22,25,27,32,27,31,24,*,*,*,*,244
2022,Cottonwood-Oak Creek Elementary District,4487,Mountain View Preparatory School,90934,*,46,43,48,45,52,45,44,41,47,*,*,*,*,411
2022,Cottonwood-Oak Creek Elementary District,4487,Verde Tech,91289,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14
2022,Cottonwood-Oak Creek Elementary District,4487,Cottonwood Community School,1000158,*,61,47,59,61,51,51,59,62,68,*,*,*,*,519
2022,Cottonwood-Oak Creek Elementary District,4487,Dr Daniel Bright Elementary School,1000161,*,72,64,68,69,57,62,77,71,78,*,*,*,*,618
2022,Mingus Union High School District,4488,Mingus Union High School,6127,*,*,*,*,*,*,*,*,*,*,377,323,276,266,1242
2022,Mingus Union High School District,4488,Mingus Online Academy,91320,*,*,*,*,*,*,*,*,*,*,*,12,18,44,82
2022,"Sedona Charter School, Inc.",4492,Sedona Charter School,6132,*,*,20,22,15,18,20,22,13,23,*,*,*,*,163
2022,Mingus Springs Charter School,4493,Mingus Springs Charter School,6133,*,19,18,20,21,18,16,19,11,18,*,*,*,*,160
2022,"Franklin Phonetic Primary School, Inc.",4495,Franklin Phonetic Primary School,6140,*,46,56,51,52,30,46,40,46,43,*,*,*,*,410
2022,"Skyview School, Inc.",4496,Skyview School,6141,*,24,24,22,24,24,24,25,24,24,*,*,*,*,215
2022,Yuma Elementary District,4499,Alice Byrne Elementary School,6147,*,51,59,46,51,57,50,*,*,*,*,*,*,*,315
2022,Yuma Elementary District,4499,George Washington Carver Elementary School,6148,*,52,46,49,50,60,38,*,*,*,*,*,*,*,300
2022,Yuma Elementary District,4499,C W Mcgraw Elementary School,6149,*,82,95,97,92,84,95,*,*,*,*,*,*,*,546
2022,Yuma Elementary District,4499,James D Price School,6150,*,*,14,*,15,*,11,*,*,*,*,*,*,*,68
2022,Yuma Elementary District,4499,O C Johnson School,6152,15,61,62,60,49,61,67,*,*,*,*,*,*,*,375
2022,Yuma Elementary District,4499,Palmcroft Elementary School,6153,*,82,76,81,82,65,66,*,*,*,*,*,*,*,452
2022,Yuma Elementary District,4499,Pecan Grove Elementary School,6154,49,36,32,36,39,33,37,*,*,*,*,*,*,*,262
2022,Yuma Elementary District,4499,Roosevelt School,6155,*,34,35,45,47,39,48,*,*,*,*,*,*,*,249
2022,Yuma Elementary District,4499,James B Rolle School,6156,36,69,78,74,97,86,84,*,*,*,*,*,*,*,524
2022,Yuma Elementary District,4499,Mary A Otondo Elementary School,6158,13,84,111,125,104,112,152,*,*,*,*,*,*,*,701
2022,Yuma Elementary District,4499,Desert Mesa Elementary School,6159,48,110,119,121,114,130,135,*,*,*,*,*,*,*,777
2022,Yuma Elementary District,4499,Fourth Avenue Junior High School,6160,*,*,*,*,*,*,*,111,146,131,*,*,*,*,388
2022,Yuma Elementary District,4499,Gila Vista Jr High School,6161,*,*,*,*,*,*,*,133,186,180,*,*,*,*,499
2022,Yuma Elementary District,4499,R Pete Woodard Jr High School,6162,*,*,*,*,*,*,*,207,226,239,*,*,*,*,672
2022,Yuma Elementary District,4499,Castle Dome Middle School,6163,*,*,*,*,*,*,*,291,329,259,*,*,*,*,879
2022,Yuma Elementary District,4499,Ron Watson Middle School,85840,*,*,*,*,*,*,*,167,160,183,*,*,*,*,510
2022,Yuma Elementary District,4499,Sunrise Elementary School,87622,*,86,93,112,109,101,96,*,*,*,*,*,*,*,600
2022,Yuma Elementary District,4499,Yuma District One Digital Learning Academy,92641,*,14,11,17,21,18,16,13,12,16,*,*,*,*,138
